"Row_ID","Order_ID","Order_Date","Ship_Date","Ship_Mode","Customer_ID","Customer_Name","Segment","Country","City","State","Postal_Code","Region","Product_ID","Category","Sub_Category","Product_Name","Sales","Quantity","Discount","Profit","Date_String"
6316,"CA-2017-100762",2017-11-24,2017-11-29,"Standard Class","NG-18355","Nat Gilpin","Corporate","United States","Jackson","Michigan",49201,"Central","OFF-LA-10003930","Office Supplies","Labels","Dot Matrix Printer Tape Reel Labels, White, 5000/Box",887,2,2,450,"29-Nov-17"
6317,"CA-2017-100762",2017-11-24,2017-11-29,"Standard Class","NG-18355","Nat Gilpin","Corporate","United States","Jackson","Michigan",49201,"Central","OFF-PA-10001815","Office Supplies","Paper","Xerox 1885",597,3,2,393,"29-Nov-17"
6318,"CA-2017-100762",2017-11-24,2017-11-29,"Standard Class","NG-18355","Nat Gilpin","Corporate","United States","Jackson","Michigan",49201,"Central","OFF-PA-10004082","Office Supplies","Paper","Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",683,2,2,422,"29-Nov-17"
9462,"CA-2017-100867",2017-10-19,2017-10-24,"Standard Class","EH-14125","Eugene Hildebrand","Home Office","United States","Lakewood","California",90712,"West","TEC-PH-10004922","Technology","Phones","RCA Visys Integrated PBX 8-Line Router",1548,6,5,140,"24-Oct-17"
8464,"CA-2017-100881",2017-03-28,2017-04-01,"Standard Class","DR-12940","Daniel Raglin","Home Office","United States","Albuquerque","New Mexico",87105,"West","TEC-PH-10003273","Technology","Phones","AT&T TR1909W",1474,3,5,170,"1-Apr-17"
3888,"CA-2017-100895",2017-06-02,2017-06-06,"Standard Class","SV-20785","Stewart Visinsky","Consumer","United States","Roswell","Georgia",30076,"South","OFF-AR-10004511","Office Supplies","Art","Sanford Colorific Scented Colored Pencils, 12/Pack",2755,2,2,223,"6-Jun-17"
3889,"CA-2017-100895",2017-06-02,2017-06-06,"Standard Class","SV-20785","Stewart Visinsky","Consumer","United States","Roswell","Georgia",30076,"South","TEC-PH-10001425","Technology","Phones","Mophie Juice Pack Helium for iPhone",1176,3,2,388,"6-Jun-17"
7573,"CA-2017-100916",2017-10-21,2017-10-26,"Standard Class","FH-14275","Frank Hawley","Corporate","United States","Newport News","Virginia",23602,"South","FUR-TA-10004607","Furniture","Tables","Hon 2111 Invitation Series Straight Table",2339,4,2,44,"26-Oct-17"
7572,"CA-2017-100916",2017-10-21,2017-10-26,"Standard Class","FH-14275","Frank Hawley","Corporate","United States","Newport News","Virginia",23602,"South","OFF-ST-10003479","Office Supplies","Storage","Eldon Base for stackable storage shelf, platinum",875,5,2,30,"26-Oct-17"
7868,"CA-2017-100972",2017-11-19,2017-11-24,"Second Class","DB-13360","Dennis Bolton","Home Office","United States","Salt Lake City","Utah",84106,"West","OFF-PA-10000357","Office Supplies","Paper","Xerox 1888",723,3,2,424,"24-Nov-17"
4565,"CA-2017-101175",2017-12-09,2017-12-14,"Standard Class","DM-12955","Dario Medina","Corporate","United States","Mesa","Arizona",85204,"West","OFF-ST-10004950","Office Supplies","Storage","Acco Perma 3000 Stacking Storage Drawers",297,6,5,454,"14-Dec-17"
6170,"CA-2017-101266",2017-08-27,2017-08-30,"Second Class","MM-17920","Michael Moore","Consumer","United States","Springfield","Virginia",22153,"South","OFF-PA-10002986","Office Supplies","Paper","Xerox 1898",508,2,2,361,"30-Aug-17"
8091,"CA-2017-101392",2017-12-07,2017-12-13,"Standard Class","AS-10630","Ann Steele","Home Office","United States","Seattle","Washington",98103,"West","OFF-ST-10000532","Office Supplies","Storage","Advantus Rolling Drawer Organizers",1298,7,2,396,"13-Dec-17"
8690,"CA-2017-101427",2017-12-26,2017-12-30,"Standard Class","AY-10555","Andy Yotov","Corporate","United States","Philadelphia","Pennsylvania",19140,"East","OFF-AR-10002257","Office Supplies","Art","Eldon Spacemaker Box, Quick-Snap Lid, Clear",2749,3,5,3,"30-Dec-17"
428,"CA-2017-101476",2017-09-12,2017-09-13,"First Class","SD-20485","Shirley Daniels","Home Office","United States","New Rochelle","New York",10801,"East","TEC-MA-10000029","Technology","Machines","Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",2578,1,2,226,"13-Sep-17"
5195,"CA-2017-101560",2017-11-28,2017-12-01,"Second Class","CS-12250","Chris Selesnick","Corporate","United States","Columbia","South Carolina",29203,"South","OFF-AR-10004757","Office Supplies","Art","Crayola Colored Pencils",505,4,2,293,"1-Dec-17"
5193,"CA-2017-101560",2017-11-28,2017-12-01,"Second Class","CS-12250","Chris Selesnick","Corporate","United States","Columbia","South Carolina",29203,"South","FUR-FU-10003773","Furniture","Furnishings","Eldon Cleatmat Plus Chair Mats for High Pile Carpets",1805,5,2,312,"1-Dec-17"
5196,"CA-2017-101560",2017-11-28,2017-12-01,"Second Class","CS-12250","Chris Selesnick","Corporate","United States","Columbia","South Carolina",29203,"South","OFF-BI-10000309","Office Supplies","Binders","GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",1985,3,2,160,"1-Dec-17"
5194,"CA-2017-101560",2017-11-28,2017-12-01,"Second Class","CS-12250","Chris Selesnick","Corporate","United States","Columbia","South Carolina",29203,"South","OFF-PA-10001363","Office Supplies","Paper","Xerox 1933",2849,7,2,296,"1-Dec-17"
1575,"CA-2017-101602",2017-12-15,2017-12-18,"First Class","MC-18100","Mick Crebagga","Consumer","United States","El Paso","Texas",79907,"Central","TEC-PH-10000169","Technology","Phones","ARKON Windshield Dashboard Air Vent Car Mount Holder",1847,3,5,740,"18-Dec-17"
5480,"CA-2017-101770",2017-03-31,2017-04-04,"Standard Class","KB-16240","Karen Bern","Corporate","United States","Miami","Florida",33180,"South","OFF-BI-10001097","Office Supplies","Binders","Avery Hole Reinforcements",282,1,12,454,"4-Apr-17"
9461,"CA-2017-101833",2017-11-17,2017-11-22,"Second Class","FG-14260","Frank Gastineau","Home Office","United States","New York City","New York",10024,"East","OFF-PA-10003591","Office Supplies","Paper","Southworth 100% Cotton The Best Paper",1608,3,2,103,"22-Nov-17"
3845,"CA-2017-101931",2017-10-28,2017-10-31,"First Class","TS-21370","Todd Sumrall","Corporate","United States","Los Angeles","California",90049,"West","OFF-SU-10000646","Office Supplies","Supplies","Premier Automatic Letter Opener",2072,2,2,72,"31-Oct-17"
3847,"CA-2017-101931",2017-10-28,2017-10-31,"First Class","TS-21370","Todd Sumrall","Corporate","United States","Los Angeles","California",90049,"West","OFF-ST-10003442","Office Supplies","Storage","Eldon Portable Mobile Manager",581,5,2,281,"31-Oct-17"
3843,"CA-2017-101931",2017-10-28,2017-10-31,"First Class","TS-21370","Todd Sumrall","Corporate","United States","Los Angeles","California",90049,"West","OFF-BI-10004140","Office Supplies","Binders","Avery Non-Stick Binders",2570,2,5,131,"31-Oct-17"
3846,"CA-2017-101931",2017-10-28,2017-10-31,"First Class","TS-21370","Todd Sumrall","Corporate","United States","Los Angeles","California",90049,"West","FUR-BO-10001337","Furniture","Bookcases","O'Sullivan Living Dimensions 2-Shelf Bookcases",2398,6,4,631,"31-Oct-17"
4948,"CA-2017-102085",2017-10-04,2017-10-09,"Standard Class","JD-16015","Joy Daniels","Consumer","United States","Seattle","Washington",98115,"West","OFF-LA-10002475","Office Supplies","Labels","Avery 519",1389,4,2,72,"9-Oct-17"
3401,"CA-2017-102274",2017-11-21,2017-11-26,"Standard Class","DH-13075","Dave Hallsten","Corporate","United States","Richmond","Kentucky",40475,"South","OFF-ST-10001511","Office Supplies","Storage","Space Solutions Commercial Steel Shelving",871,3,2,30,"26-Nov-17"
3402,"CA-2017-102274",2017-11-21,2017-11-26,"Standard Class","DH-13075","Dave Hallsten","Corporate","United States","Richmond","Kentucky",40475,"South","OFF-AR-10002833","Office Supplies","Art","Newell 322",2120,3,2,3,"26-Nov-17"
3400,"CA-2017-102274",2017-11-21,2017-11-26,"Standard Class","DH-13075","Dave Hallsten","Corporate","United States","Richmond","Kentucky",40475,"South","OFF-PA-10004359","Office Supplies","Paper","Multicolor Computer Printout Paper",2423,6,2,228,"26-Nov-17"
3399,"CA-2017-102274",2017-11-21,2017-11-26,"Standard Class","DH-13075","Dave Hallsten","Corporate","United States","Richmond","Kentucky",40475,"South","TEC-PH-10002923","Technology","Phones","Logitech B530 USB Headset - headset - Full size, Binaural",1711,1,2,30,"26-Nov-17"
7693,"CA-2017-102330",2017-12-29,2018-01-03,"Standard Class","AI-10855","Arianne Irving","Consumer","United States","Brentwood","California",94513,"West","OFF-LA-10003923","Office Supplies","Labels","Alphabetical Labels for Top Tab Filing",2883,6,2,312,"3-Jan-18"
7694,"CA-2017-102330",2017-12-29,2018-01-03,"Standard Class","AI-10855","Arianne Irving","Consumer","United States","Brentwood","California",94513,"West","TEC-PH-10001051","Technology","Phones","HTC One",1545,4,5,269,"3-Jan-18"
6018,"CA-2017-102652",2017-04-06,2017-04-12,"Standard Class","AY-10555","Andy Yotov","Corporate","United States","Los Angeles","California",90049,"West","OFF-PA-10003309","Office Supplies","Paper","Xerox 211",849,3,2,439,"12-Apr-17"
6019,"CA-2017-102652",2017-04-06,2017-04-12,"Standard Class","AY-10555","Andy Yotov","Corporate","United States","Los Angeles","California",90049,"West","OFF-PA-10001977","Office Supplies","Paper","Xerox 194",2244,1,2,201,"12-Apr-17"
6016,"CA-2017-102652",2017-04-06,2017-04-12,"Standard Class","AY-10555","Andy Yotov","Corporate","United States","Los Angeles","California",90049,"West","FUR-FU-10000747","Furniture","Furnishings","Tenex B1-RE Series Chair Mats for Low Pile Carpets",2962,2,2,93,"12-Apr-17"
6017,"CA-2017-102652",2017-04-06,2017-04-12,"Standard Class","AY-10555","Andy Yotov","Corporate","United States","Los Angeles","California",90049,"West","FUR-FU-10001918","Furniture","Furnishings","C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",1570,7,2,62,"12-Apr-17"
4069,"CA-2017-102673",2017-11-01,2017-11-05,"Standard Class","KH-16630","Ken Heidel","Corporate","United States","Charlotte","North Carolina",28205,"South","TEC-PH-10004434","Technology","Phones","Cisco IP Phone 7961G VoIP phone - Dark gray",3027,9,5,42,"5-Nov-17"
4066,"CA-2017-102673",2017-11-01,2017-11-05,"Standard Class","KH-16630","Ken Heidel","Corporate","United States","Charlotte","North Carolina",28205,"South","OFF-FA-10003021","Office Supplies","Fasteners","Staples",2573,5,5,3,"5-Nov-17"
4067,"CA-2017-102673",2017-11-01,2017-11-05,"Standard Class","KH-16630","Ken Heidel","Corporate","United States","Charlotte","North Carolina",28205,"South","OFF-AR-10000634","Office Supplies","Art","Newell 320",287,3,5,3,"5-Nov-17"
3599,"CA-2017-102869",2017-09-09,2017-09-14,"Second Class","LC-17140","Logan Currie","Consumer","United States","Philadelphia","Pennsylvania",19140,"East","FUR-FU-10002456","Furniture","Furnishings","Master Caster Door Stop, Large Neon Orange",747,3,5,332,"14-Sep-17"
3598,"CA-2017-102869",2017-09-09,2017-09-14,"Second Class","LC-17140","Logan Currie","Consumer","United States","Philadelphia","Pennsylvania",19140,"East","TEC-AC-10002134","Technology","Accessories","Rosewill 107 Normal Keys USB Wired Standard Keyboard",2453,6,5,674,"14-Sep-17"
3600,"CA-2017-102869",2017-09-09,2017-09-14,"Second Class","LC-17140","Logan Currie","Consumer","United States","Philadelphia","Pennsylvania",19140,"East","TEC-PH-10002549","Technology","Phones","Polycom SoundPoint IP 450 VoIP phone",542,1,8,616,"14-Sep-17"
3278,"CA-2017-102988",2017-04-05,2017-04-09,"Second Class","GM-14695","Greg Maxwell","Corporate","United States","Alexandria","Virginia",22304,"South","TEC-PH-10001615","Technology","Phones","AT&T CL82213",1387,1,2,422,"9-Apr-17"
3280,"CA-2017-102988",2017-04-05,2017-04-09,"Second Class","GM-14695","Greg Maxwell","Corporate","United States","Alexandria","Virginia",22304,"South","OFF-AR-10000127","Office Supplies","Art","Newell 321",1125,7,2,395,"9-Apr-17"
3281,"CA-2017-102988",2017-04-05,2017-04-09,"Second Class","GM-14695","Greg Maxwell","Corporate","United States","Alexandria","Virginia",22304,"South","OFF-SU-10002881","Office Supplies","Supplies","Martin Yale Chadless Opener Electric Letter Opener",1813,5,2,428,"9-Apr-17"
7411,"CA-2017-103058",2017-07-23,2017-07-24,"First Class","AG-10270","Alejandro Grove","Consumer","United States","New York City","New York",10011,"East","TEC-AC-10001314","Technology","Accessories","Case Logic 2.4GHz Wireless Keyboard",294,2,2,422,"24-Jul-17"
9558,"CA-2017-103086",2017-10-17,2017-10-19,"Second Class","EB-14170","Evan Bailliet","Consumer","United States","Houston","Texas",77095,"Central","FUR-FU-10004586","Furniture","Furnishings","G.E. Longer-Life Indoor Recessed Floodlight Bulbs",2118,2,11,554,"19-Oct-17"
4283,"CA-2017-103100",2017-12-20,2017-12-23,"First Class","AB-10105","Adrian Barton","Consumer","United States","Indianapolis","Indiana",46203,"Central","OFF-LA-10003720","Office Supplies","Labels","Avery 487",1453,1,2,131,"23-Dec-17"
4284,"CA-2017-103100",2017-12-20,2017-12-23,"First Class","AB-10105","Adrian Barton","Consumer","United States","Indianapolis","Indiana",46203,"Central","OFF-BI-10004600","Office Supplies","Binders","Ibico Ibimaster 300 Manual Binding System",63,3,2,331,"23-Dec-17"
5725,"CA-2017-103191",2017-09-22,2017-09-27,"Standard Class","VG-21805","Vivek Grady","Corporate","United States","Chicago","Illinois",60653,"Central","OFF-ST-10002574","Office Supplies","Storage","SAFCO Commercial Wire Shelving, Black",1583,3,5,733,"27-Sep-17"
9197,"CA-2017-103310",2017-05-10,2017-05-15,"Standard Class","GM-14680","Greg Matthias","Consumer","United States","San Jose","California",95123,"West","OFF-PA-10004353","Office Supplies","Paper","Southworth 25% Cotton Premium Laser Paper and Envelopes",1840,2,2,123,"15-May-17"
9199,"CA-2017-103310",2017-05-10,2017-05-15,"Standard Class","GM-14680","Greg Matthias","Consumer","United States","San Jose","California",95123,"West","OFF-SU-10004737","Office Supplies","Supplies","Acme Design Stainless Steel Bent Scissors",1868,6,2,41,"15-May-17"
9198,"CA-2017-103310",2017-05-10,2017-05-15,"Standard Class","GM-14680","Greg Matthias","Consumer","United States","San Jose","California",95123,"West","TEC-PH-10001817","Technology","Phones","Wilson Electronics DB Pro Signal Booster",173,5,5,58,"15-May-17"
9200,"CA-2017-103310",2017-05-10,2017-05-15,"Standard Class","GM-14680","Greg Matthias","Consumer","United States","San Jose","California",95123,"West","FUR-CH-10002320","Furniture","Chairs","Hon Pagoda Stacking Chairs",1253,1,5,243,"15-May-17"
5437,"CA-2017-103317",2017-07-05,2017-07-08,"First Class","DM-13525","Don Miller","Corporate","United States","Palm Coast","Florida",32137,"South","FUR-FU-10001591","Furniture","Furnishings","Advantus Panel Wall Certificate Holder - 8.5x11",850,2,5,332,"8-Jul-17"
5439,"CA-2017-103317",2017-07-05,2017-07-08,"First Class","DM-13525","Don Miller","Corporate","United States","Palm Coast","Florida",32137,"South","FUR-FU-10003192","Furniture","Furnishings","Luxo Adjustable Task Clamp Lamp",1055,3,5,93,"8-Jul-17"
5438,"CA-2017-103317",2017-07-05,2017-07-08,"First Class","DM-13525","Don Miller","Corporate","United States","Palm Coast","Florida",32137,"South","OFF-BI-10001787","Office Supplies","Binders","Wilson Jones Four-Pocket Poly Binders",2925,5,12,711,"8-Jul-17"
5336,"CA-2017-103331",2017-08-26,2017-09-01,"Standard Class","KB-16315","Karl Braun","Consumer","United States","Newark","Delaware",19711,"East","OFF-PA-10002659","Office Supplies","Paper","Avoid Verbal Orders Carbonless Minifold Book",1450,1,2,131,"1-Sep-17"
5334,"CA-2017-103331",2017-08-26,2017-09-01,"Standard Class","KB-16315","Karl Braun","Consumer","United States","Newark","Delaware",19711,"East","FUR-FU-10001731","Furniture","Furnishings","Acrylic Self-Standing Desk Frames",291,4,2,293,"1-Sep-17"
5335,"CA-2017-103331",2017-08-26,2017-09-01,"Standard Class","KB-16315","Karl Braun","Consumer","United States","Newark","Delaware",19711,"East","OFF-PA-10002160","Office Supplies","Paper","Xerox 1978",745,3,2,422,"1-Sep-17"
1914,"CA-2017-103366",2017-01-15,2017-01-17,"First Class","EH-13990","Erica Hackney","Consumer","United States","Roswell","Georgia",30076,"South","TEC-AC-10003628","Technology","Accessories","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",637,5,2,385,"17-Jan-17"
1830,"CA-2017-103373",2017-05-18,2017-05-24,"Standard Class","BS-11755","Bruce Stewart","Consumer","United States","Cleveland","Ohio",44105,"East","TEC-PH-10002885","Technology","Phones","Apple iPhone 5",2715,2,8,530,"24-May-17"
4499,"CA-2017-103401",2017-11-21,2017-11-26,"Standard Class","GR-14560","Georgia Rosenberg","Corporate","United States","San Francisco","California",94110,"West","OFF-PA-10003309","Office Supplies","Paper","Xerox 211",504,2,2,361,"26-Nov-17"
7860,"CA-2017-103429",2017-05-30,2017-06-01,"First Class","LW-16825","Laurel Workman","Corporate","United States","New York City","New York",10024,"East","OFF-PA-10001712","Office Supplies","Paper","Xerox 1948",1840,4,2,113,"1-Jun-17"
7857,"CA-2017-103429",2017-05-30,2017-06-01,"First Class","LW-16825","Laurel Workman","Corporate","United States","New York City","New York",10024,"East","OFF-BI-10004233","Office Supplies","Binders","GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",1223,2,5,439,"1-Jun-17"
7858,"CA-2017-103429",2017-05-30,2017-06-01,"First Class","LW-16825","Laurel Workman","Corporate","United States","New York City","New York",10024,"East","TEC-PH-10003505","Technology","Phones","Geemarc AmpliPOWER60",2020,5,2,68,"1-Jun-17"
7859,"CA-2017-103429",2017-05-30,2017-06-01,"First Class","LW-16825","Laurel Workman","Corporate","United States","New York City","New York",10024,"East","OFF-AP-10001005","Office Supplies","Appliances","Honeywell Quietcare HEPA Air Cleaner",1151,3,2,418,"1-Jun-17"
7546,"CA-2017-103492",2017-10-10,2017-10-15,"Standard Class","CM-12715","Craig Molinari","Corporate","United States","Huntsville","Texas",77340,"Central","TEC-PH-10001128","Technology","Phones","Motorola Droid Maxx",2626,6,5,400,"15-Oct-17"
7547,"CA-2017-103492",2017-10-10,2017-10-15,"Standard Class","CM-12715","Craig Molinari","Corporate","United States","Huntsville","Texas",77340,"Central","TEC-PH-10004667","Technology","Phones","Cisco 8x8 Inc. 6753i IP Business Phone System",2678,7,5,385,"15-Oct-17"
7548,"CA-2017-103492",2017-10-10,2017-10-15,"Standard Class","CM-12715","Craig Molinari","Corporate","United States","Huntsville","Texas",77340,"Central","OFF-BI-10004817","Office Supplies","Binders","GBC Personal VeloBind Strips",431,5,13,549,"15-Oct-17"
7549,"CA-2017-103492",2017-10-10,2017-10-15,"Standard Class","CM-12715","Craig Molinari","Corporate","United States","Huntsville","Texas",77340,"Central","OFF-BI-10004140","Office Supplies","Binders","Avery Non-Stick Binders",5,1,13,554,"15-Oct-17"
8381,"CA-2017-103527",2017-09-09,2017-09-14,"Second Class","CC-12220","Chris Cortes","Consumer","United States","Chicago","Illinois",60653,"Central","OFF-PA-10001622","Office Supplies","Paper","Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",293,3,5,223,"14-Sep-17"
4216,"CA-2017-103590",2017-11-30,2017-12-04,"Standard Class","JL-15505","Jeremy Lonsdale","Consumer","United States","Mount Vernon","New York",10550,"East","OFF-EN-10004007","Office Supplies","Envelopes","Park Ridge Embossed Executive Business Envelopes",2405,4,2,214,"4-Dec-17"
6579,"CA-2017-103660",2017-08-25,2017-08-30,"Standard Class","MW-18220","Mitch Webber","Consumer","United States","Seattle","Washington",98103,"West","TEC-PH-10000895","Technology","Phones","Polycom VVX 310 VoIP phone",13,7,5,411,"30-Aug-17"
3285,"CA-2017-103702",2017-09-12,2017-09-17,"Standard Class","AF-10885","Art Foster","Consumer","United States","Fairfield","Ohio",45014,"East","OFF-BI-10002429","Office Supplies","Binders","Premier Elliptical Ring Binder, Black",2434,7,12,669,"17-Sep-17"
6530,"CA-2017-103744",2017-02-23,2017-02-27,"Standard Class","MG-17875","Michael Grace","Home Office","United States","El Paso","Texas",79907,"Central","OFF-LA-10004425","Office Supplies","Labels","Staple-on labels",2361,3,5,131,"27-Feb-17"
6531,"CA-2017-103744",2017-02-23,2017-02-27,"Standard Class","MG-17875","Michael Grace","Home Office","United States","El Paso","Texas",79907,"Central","OFF-BI-10000320","Office Supplies","Binders","GBC Plastic Binding Combs",1834,3,13,711,"27-Feb-17"
7981,"CA-2017-103800",2017-01-03,2017-01-07,"Standard Class","DP-13000","Darren Powers","Consumer","United States","Houston","Texas",77095,"Central","OFF-PA-10000174","Office Supplies","Paper","Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",687,2,5,361,"7-Jan-17"
9002,"CA-2017-103807",2017-12-02,2017-12-09,"Standard Class","EM-13825","Elizabeth Moffitt","Corporate","United States","Sandy Springs","Georgia",30328,"South","TEC-AC-10000199","Technology","Accessories","Kingston Digital DataTraveler 8GB USB 2.0",2352,1,2,3,"9-Dec-17"
9003,"CA-2017-103807",2017-12-02,2017-12-09,"Standard Class","EM-13825","Elizabeth Moffitt","Corporate","United States","Sandy Springs","Georgia",30328,"South","OFF-PA-10002195","Office Supplies","Paper","RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",629,3,2,395,"9-Dec-17"
545,"CA-2017-103849",2017-05-11,2017-05-16,"Standard Class","PG-18895","Paul Gonzalez","Consumer","United States","Fort Worth","Texas",76106,"Central","TEC-PH-10002597","Technology","Phones","Xblue XB-1670-86 X16 Small Office Telephone - Titanium",298,1,5,361,"16-May-17"
544,"CA-2017-103849",2017-05-11,2017-05-16,"Standard Class","PG-18895","Paul Gonzalez","Consumer","United States","Fort Worth","Texas",76106,"Central","TEC-AC-10001465","Technology","Accessories","SanDisk Cruzer 64 GB USB Flash Drive",2311,2,5,395,"16-May-17"
546,"CA-2017-103849",2017-05-11,2017-05-16,"Standard Class","PG-18895","Paul Gonzalez","Consumer","United States","Fort Worth","Texas",76106,"Central","FUR-FU-10000723","Furniture","Furnishings","Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",2488,4,11,734,"16-May-17"
3927,"CA-2017-103940",2017-09-17,2017-09-21,"Standard Class","BN-11515","Bradley Nguyen","Consumer","United States","Seattle","Washington",98103,"West","FUR-FU-10004671","Furniture","Furnishings","Executive Impressions 12"" Wall Clock",1642,2,2,62,"21-Sep-17"
3925,"CA-2017-103940",2017-09-17,2017-09-21,"Standard Class","BN-11515","Bradley Nguyen","Consumer","United States","Seattle","Washington",98103,"West","OFF-ST-10004963","Office Supplies","Storage","Eldon Gobal File Keepers",1459,2,2,3,"21-Sep-17"
3926,"CA-2017-103940",2017-09-17,2017-09-21,"Standard Class","BN-11515","Bradley Nguyen","Consumer","United States","Seattle","Washington",98103,"West","OFF-ST-10000943","Office Supplies","Storage","Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black",2294,3,2,93,"21-Sep-17"
3928,"CA-2017-103940",2017-09-17,2017-09-21,"Standard Class","BN-11515","Bradley Nguyen","Consumer","United States","Seattle","Washington",98103,"West","OFF-BI-10002735","Office Supplies","Binders","GBC Prestige Therm-A-Bind Covers",552,5,5,318,"21-Sep-17"
6164,"CA-2017-103989",2017-03-19,2017-03-21,"First Class","MC-17605","Matt Connell","Corporate","United States","Lakeland","Florida",33801,"South","OFF-BI-10001196","Office Supplies","Binders","Avery Flip-Chart Easel Binder, Black",1575,5,12,588,"21-Mar-17"
6165,"CA-2017-103989",2017-03-19,2017-03-21,"First Class","MC-17605","Matt Connell","Corporate","United States","Lakeland","Florida",33801,"South","FUR-FU-10003981","Furniture","Furnishings","Eldon Wave Desk Accessories",2115,3,5,3,"21-Mar-17"
6166,"CA-2017-103989",2017-03-19,2017-03-21,"First Class","MC-17605","Matt Connell","Corporate","United States","Lakeland","Florida",33801,"South","FUR-FU-10002508","Furniture","Furnishings","Document Clip Frames",981,3,5,361,"21-Mar-17"
6161,"CA-2017-103989",2017-03-19,2017-03-21,"First Class","MC-17605","Matt Connell","Corporate","United States","Lakeland","Florida",33801,"South","TEC-PH-10004667","Technology","Phones","Cisco 8x8 Inc. 6753i IP Business Phone System",1554,3,5,206,"21-Mar-17"
6167,"CA-2017-103989",2017-03-19,2017-03-21,"First Class","MC-17605","Matt Connell","Corporate","United States","Lakeland","Florida",33801,"South","TEC-AC-10002647","Technology","Accessories","Logitech Wireless Boombox Speaker - portable - wireless, wired",754,2,5,342,"21-Mar-17"
6162,"CA-2017-103989",2017-03-19,2017-03-21,"First Class","MC-17605","Matt Connell","Corporate","United States","Lakeland","Florida",33801,"South","OFF-LA-10000443","Office Supplies","Labels","Avery 501",372,4,5,293,"21-Mar-17"
